dt,ts,lat,lng,thoroughfare,place_name
2017-06-07,1496747812221,-8.04613,-34.890251,"Avenida Governador  Agamenon Magalhães, 2615 Sl 1107 em Boa Vista",Via Norte Auto Peças
2017-06-30,1498837630469,-8.053809,-34.891996,Rua João Fernandes Viêira,Rodrigo Veículos
2017-06-11,1497187649099,-8.053615,-34.907983,Rua José Osório,Bonanza Veículos
2017-06-26,1497918043980,-8.046738,-34.920253,"Rua Joaquim Alheiros, 289 em Cordeiro",Severino Rodrigues Andrade Veículos - Cordeiro
2017-06-22,1498131552715,-8.044695,-34.902295,Avenida Rui Barbosa,Pedragon
2017-06-24,1498326422827,-8.046241,-34.929471,"Av Caxangá, 4144",Autoglass
2017-06-10,1497112399656,-8.02183,-34.916471,Rua Visconde de Taunai,Garcia S Moto Pecas
2017-06-10,1497063175888,-8.085116,-34.887223,"Avenida Engenheiro  Antônio Góes, 809 em Pina",Rota Premium Boa Viagem
2017-06-29,1498671415037,-8.039119,-34.889432,"Av Norte, 1974",Renault Regence
2017-06-17,1497652904788,-8.035413,-34.878699,"Rua Guaicurus, 280 em Campo Grande",Auto Londres
2017-06-25,1498425098554,-8.039168,-34.889109,Avenida Norte Miguel Arraes de Alencar,Albuquerque Pneus
2017-06-27,1498564114745,-8.112253,-34.921093,"Rua Jean Emile Favre, 1338 em IPSEP",Acessórios Service
2017-06-13,1497366053749,-8.062028,-34.920169,Avenida Engenheiro Abdias de Carvalho,OFICIN ATF
2017-06-16,1497619506083,-8.106144,-34.889937,Avenida Engenheiro Domingos Ferreira,Meira Lins
2017-06-22,1498088740391,-8.056814,-34.89776,"Rua Governador Carlos de Lima Cavalcante, 184",Paulo Peças 
2017-06-13,1497315940161,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-07,1496836988610,-8.053414,-34.914995,Rua Campos Sáles,Construtora Itaíba
2017-06-21,1498045194521,-8.149119,-34.918237,"Rua Gen. Derby, ~265",Rio Auto Peças e Serviços
2017-06-18,1497800399900,-8.136446,-34.904655,"Rua Professor Augusto Lins e Silva, 22",Maurício Auto Peças
2017-06-09,1496927785177,-8.046059,-34.890229,"Avenida Governador  Agamenon Magalhães, 2615 Sl 1107 em Boa Vista",Via Norte Auto Peças
2017-06-08,1496928460679,-8.08965,-34.881609,Rua Comendador Morães,Guerra Baterias
2017-06-23,1498227923536,-8.137408,-34.938484,Rua Nossa Senhora do Desterro,Multi Ambiental
2017-06-28,1498689909462,-8.0585,-34.891657,Rua do Progresso,Belo Autopeças
2017-06-22,1498132768784,-8.066003,-34.883053,Avenida Rio Capibaribe,Motoparts
2017-06-08,1496931387525,-8.02453,-34.910353,Avenida Norte Miguel Arraes de Alencar,Honda Motoparts
2017-06-19,1497911812576,-8.044538,-34.907735,Rua José Bonifácio,Honda - Recife Motors
2017-06-07,1496842069499,-8.055792,-34.922007,Rua Gomes Taborda,Centro Service - Bosh
2017-06-26,1498472811994,-8.065393,-34.929223,Rua Visconde de Parnaíba,Gustavo Veículos
2017-06-07,1496822816916,-8.126485,-34.91981,Rua Pintor Lula Cardoso Aires,Grupo Líder Peças e Serviços
2017-06-06,1496789875798,-8.072053,-34.895579,Via Integration,Lira Caminhões
2017-06-17,1497743604740,-8.029741,-34.936018,Rua Economista Adalberto Rangel Gomes,Rei da Película
2017-06-16,1497561651373,-8.065713,-34.905829,Rua Poeta Maria Celina Maia,Frota Plus Locacao De Veiculos Ltda
2017-06-12,1497185127804,-8.05987,-34.939558,"Rua Zumbi dos Palmares, 1180",Ligue Peças 
2017-06-30,1498835620914,-8.039024,-34.889326,Avenida Norte Miguel Arraes de Alencar,Caxanga Acessorios
2017-06-09,1497011290769,-8.148487,-34.914619,Rua Armindo Moura,LIV Brasil
2017-06-15,1497540423977,-8.13873,-34.9059,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-29,1498778798934,-8.116768,-34.896036,"Avenida Engenheiro Domingos Ferreira, 3175 em BOA VIAGEM",Centro Service Continental
2017-06-12,1497294857483,-8.05303,-34.915345,"Av. Caxangá, 754 - Zumbi, Recife - PE, 50610-230",Sulamerica - CASA2
2017-06-13,1497358706423,-8.053635,-34.909449,Rua José Osório,Matoso Veículos - Madalena
2017-06-17,1497646570863,-8.048948,-34.92414,"Avenida Caxangá, 1887 lj1 em Cordeiro",Nildo Automóveis
2017-06-06,1496764429337,-8.08694,-34.907959,"Av Marechal Mascarenhas de Morais, 606",Sport Car
2017-06-23,1498227802321,-8.131851,-34.938441,Rua Desembargador Evandro Netto,Ana Regislaine Lira Lemos - Cohab
2017-06-07,1496840017351,-8.040112,-34.886997,Avenida Norte Miguel Arraes de Alencar,V C V Auto Peças
2017-06-09,1496936604384,-8.043967,-34.903017,Rui Barbosa 1105,Toyolex
2017-06-17,1497712687696,-8.035986,-34.903567,Rua Hoel Sette,Park Jato (Jaqueira)
2017-06-21,1498062166225,-8.037124,-34.879737,"Rua Odorico Mendes, 555 em Campo Grande",GGB Autopeças
2017-06-07,1496703199360,-8.115887,-34.913961,"Rua Jornalista  Cleofas Oliveira, 200 em Imbiribeira",Taranto Comercial Importadora e Exportadora
2017-06-22,1498143292298,-8.067051,-34.878968,"Travessa São Pedro, 33",Tio Tonho Serviços e Auto Peças
2017-06-19,1497907548053,-8.040429,-34.886952,Rua Guadalupe,Vidrocar
2017-06-30,1498835508339,-8.15548,-34.91296,Rua Hermínio Alves de Queirós,Paulo Peças 
2017-06-14,1497467921857,-8.107095,-34.917936,Rua Potengy,Marconi Auto Serviços
2017-06-30,1498856738953,-8.043741,-34.90324,Rua Senador Alberto Paiva,Toyolex
2017-06-22,1498146802282,-8.022282,-34.891627,Rua Bom Conselho,Minha Moto
2017-06-10,1497042324877,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-24,1498324217397,-8.131849,-34.918518,Rua Desembarque Aeroporto,Pass Garagge
2017-06-15,1497548384698,-8.068515,-34.908102,"Avenida Tinhorão, 157 em Afogados",Oficina do Ferreira
2017-06-28,1498685252238,-8.119413,-34.912653,Rua Almeida,Shopping do Automóvel de Pernambuco
2017-06-19,1497906833753,-8.030121,-34.892527,Rua Couto Magalhães,Lojao do Petroleo
2017-06-10,1497116066428,-8.054275,-34.913542,Avenida Caxangá,Juarez Veículos
2017-06-21,1498056129190,-8.110528,-34.912491,Avenida Marechal Mascarenhas de Morais,Nissan Eurovia
2017-06-26,1498512844276,-8.130511,-34.90152,Rua Coronel Sérgio Henrique Cardim,Posto Ipiranga
2017-06-27,1498575657680,-8.122267,-34.937203,Rua Francisco Beltrão,Ana Regislaine Lira Lemos - Cohab
2017-06-20,1497961576536,-8.116166,-34.90305,Rua Padre Carapuceiro,Mar Veiculos
2017-06-28,1498564674014,-8.066272,-34.907412,"Rua Pe Teófilo Tworz, 255",Pateo - Concessionária Hyundai
2017-06-22,1498147277457,-8.044751,-34.902274,"Rui Barbosa, 1105",Pedragon
2017-06-08,1496922587576,-8.107027,-34.917893,Rua Potengy,Marconi Auto Serviços
2017-06-18,1497790943623,-8.116166,-34.90305,Rua Padre Carapuceiro,Mar Veiculos
2017-06-12,1497242947968,-8.152308,-34.919841,"Estr. da Batalha, ~1070",Guararapes Auto Peças
2017-06-25,1498425337803,-8.112079,-34.912365,Avenida Marechal Mascarenhas de Morais,Via Norte
2017-06-30,1498827268513,-8.067533,-34.908378,Estrada dos Remédios,Pró Pneus
2017-06-24,1498262157608,-7.938375,-34.899828,"Av. Engenheiro Domingos Ferreira, 466",HDI Seguros Recife
2017-06-29,1498754974563,-8.086665,-34.893935,Avenida República Árabe Unida,Recife Motor
2017-06-28,1498614277834,-8.046696,-34.92027,Rua Joaquim Alheiros,Severino Rodrigues Andrade Veículos - Cordeiro
2017-06-27,1498549405447,-8.131799,-34.916719,Avenida Marechal Mascarenhas de Morais,Pass Garagge
2017-06-11,1497114634536,-8.112296,-34.912917,"Av. Mal. Mascarenhas de Morais, 3310",InterVIA KIA
2017-06-27,1498561018848,-8.039676,-34.891328,Rua Alfredo de Castro,América Ford
2017-06-29,1498749732646,-8.094047,-34.909825,Rua General Góes Monteiro,Meira Lins
2017-06-06,1496780506321,-8.063368,-34.9092,Rua João Ivo da Silva,Eurovia Renault
2017-06-10,1497081179908,-8.026021,-34.919842,Rua Rio Sul,Rodopecas
2017-06-17,1497729135349,-8.026058,-34.920061,Rua Rio Sul,Rodopecas
2017-06-25,1498405514453,-8.085985,-34.895716,Avenida República Árabe Unida,Onibos Indo Pra Casa
2017-06-20,1497972967810,-8.119202,-34.918755,Rua Alberto de Oliveira,Toyolex Veiculos
2017-06-29,1498735632032,-8.028593,-34.892995,Avenida Beberibe,Posto BR Arruda
2017-06-12,1497267906029,-8.140632,-34.929815,"Av Maria Irene, 2820",AutoGlass
2017-06-05,1496695770053,-8.0301,-34.892427,Rua Mem de Sá,Lojao do Petroleo
2017-06-16,1497639271644,-8.113388,-34.912927,Avenida Marechal Mascarenhas de Morais,Consórcio Nacional Chevrolet
2017-06-15,1497543529869,-8.04618,-34.897189,Avenida Conselheiro Rosa e Silva,Autobox
2017-06-21,1498005483101,-8.126289,-34.913961,Rua Maria Vicentina da Silva,Mafral Baterias
2017-06-14,1497396285684,-8.043064,-34.934069,"Avenida Caxangá, 3094 em Cordeiro",J.M.N. Veículos
2017-06-22,1498139540917,-8.045872,-34.929654,PE-005,Rodrigues Veículos
2017-06-29,1498742729358,-8.065706,-34.882428,Rua Floriano Peixoto,Motoparts
2017-06-20,1497920012704,-8.045543,-34.928211,Rua Sigismundo Gonçalves,"Mecânica Três ""M"""
2017-06-16,1497575478856,-8.126577,-34.906938,Rua Coronel Anizío Rodrigues Coelho,Lava Jato K'Beer
2017-06-14,1496539044527,-8.106467,-34.889249,"Avenida Conselheiro  Aguiar, 2205 em Boa Viagem",Meira Lins - Concessionária Volkswagen
2017-06-09,1497007508900,-8.109688,-34.908371,"Avenida General  Mac Arthur, 374 em Imbiribeira",Moto Pecas Norte
2017-06-24,1498304942917,-8.132098,-34.918001,Piso Desembarque,Pass Garagge
2017-06-30,1498827845935,-8.105373,-34.88982,Rua Doutor Gilson Machado Guimarães,Meira Lins
2017-06-20,1497960212131,-8.06523,-34.889594,Rua do Jasmim,CFA
2017-06-24,1498303502861,-8.045411,-34.930176,"Avenida Caxangá, 2647 em Cordeiro",J C Veículos
2017-06-06,1496747694723,-8.092758,-34.908694,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-14,1496071446780,-8.104933,-34.889615,"Av Eng. Domingos Ferreira, 1653",Meira Lins - Concessionária Volkswagen
2017-06-29,1498753617436,-8.138752,-34.906012,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-07,1496877665487,-8.021646,-34.885981,Rua da Regeneração,Stand Kar
2017-06-26,1498445105845,-8.099794,-34.907902,Rua Cafezopolis,Assistência Técnica Sul
2017-06-19,1497357377933,-8.073438,-34.89804,"Rua Catalão, 126 em Ilha Joana Bezerra",Oficina do Ferreira
2017-06-26,1498442270525,-8.126385,-34.913691,Rua Maria Vicentina da Silva,Mafral Baterias
2017-06-26,1498489473511,-8.043508,-34.932908,Avenida Caxangá,Autoglass
2017-06-16,1497646466193,-8.055781,-34.922002,Rua Gomes Taborda,Centro Service - Bosh
2017-06-07,1496847990272,-8.109146,-34.891597,Rua José Maria de Miranda,Domingos Ferreira Veículos
2017-06-24,1498343507130,-8.09353,-34.886596,Avenida Encanta Moça,Nordeste Import
2017-06-20,1497916511891,-8.126867,-34.913961,"Rua Nestor Moreira, 138 em Imbiribeira",Import Service
2017-06-25,1498419229722,-8.13184,-34.918141,Rua Desembarque Aeroporto,Pass Garagge
2017-06-30,1498840004208,-8.05182,-34.918324,Avenida Caxangá,Belo Autopeças
2017-06-06,1496772929927,-8.026114,-34.920052,Rua Rio Sul,Rodopecas
2017-06-19,1497896423660,-8.040381,-34.936363,Rua São Mateus,Ng Car Mecanica
2017-06-21,1498066951617,-8.116148,-34.90305,Rua Padre Carapuceiro,Mar Veiculos
2017-06-09,1497010349266,-8.03802,-34.956573,Avenida Afonso Olindense,Brascar Veículos Recife
2017-06-07,1496817075754,-8.127193,-34.915089,Avenida Marechal Mascarenhas de Morais,Felicité - Recife
2017-06-22,1498145319479,-8.104535,-34.910611,Rua Almeida Júnior,Maravilha Motos
2017-06-19,1497875711733,-8.021948,-34.891307,Rua Bom Conselho,Roberta
2017-06-13,1497373774894,-8.093739,-34.885424,Avenida Engenheiro Domingos Ferreira,V C V Auto Peças
2017-06-10,1497096682443,-8.055812,-34.922083,Rua Gomes Taborda,Centro Service - Bosh
2017-06-29,1498737990364,-8.026956,-34.917064,Estrada do Arraial,Pedragon - Casa Amarela
2017-06-29,1498731845967,-8.068468,-34.909696,Estrada do Bongi,Imbiribeira Veiculos
2017-06-07,1496832488996,-8.023479,-34.918065,Rua Padre Lemos,Moto Pecas Norte
2017-06-08,1496884928642,-8.103935,-34.91098,Avenida Marechal Mascarenhas de Morais,Peugeot - Rivoli Imbiribeira
2017-06-22,1498103433010,-8.05087,-34.895896,Rua Doutor Bandeira Filho,Paulo Peças 
2017-06-20,1497955226599,-8.068573,-34.909739,Rua Cosme Viana,Imbiribeira Veiculos
2017-06-19,1497877530338,-8.045392,-34.941693,Rua José Taváres da Mota,Ligue Peças 
2017-06-29,1498699274301,-8.02624,-34.894496,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-15,1497540305203,-8.049196,-34.881775,Rua Pedro Afonso,Via Norte Auto Peças
2017-06-14,1497459011951,-8.125456,-34.899333,Avenida Conselheiro Aguiar,Mar Veiculos
2017-06-26,1498438793418,-8.037542,-34.914995,"Avenida 17 de Agosto, 688 em Casa Forte",Hyundai Caoa
2017-06-22,1498179954600,-8.046319,-34.897254,Avenida Conselheiro Rosa e Silva,Autobox
2017-06-30,1498846974921,-8.091607,-34.936287,Rua José Natário,Oficina da Roupa - Boa Viagem
2017-06-10,1497088925407,-8.079996,-34.904686,Rua Antonio Macario,M Autopeças
2017-06-08,1496920715587,-8.03691,-34.894657,"Avenida Norte, 2725 em Encruzilhada",Santos Auto Peças-Sap
2017-06-28,1498686448822,-8.138812,-34.906044,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-13,1497367267649,-8.057058,-34.917941,"Rua Gomes Taborda, 700 em Cordeiro",Bateria de Carro - Torre 
2017-06-28,1498075916671,-8.131655,-34.918281,Aeroporto Internacional dos Guararapes (REC),Pass Garagge
2017-06-26,1498474588232,-8.100368,-34.91017,Avenida Marechal Mascarenhas de Morais,Peugeot RIVOLI (Imbiribeira)
2017-06-09,1496936364238,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-12,1497273789386,-8.090844,-34.936718,Rua José Natário,Sergio Import
2017-06-21,1498041243492,-8.058687,-34.886059,Rua Gervásio Píres,Pró Pneus
2017-06-18,1497748376746,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-25,1498409978670,-8.100368,-34.91017,Avenida Marechal Mascarenhas de Morais,Peugeot RIVOLI (Imbiribeira)
2017-06-19,1497876676639,-8.059811,-34.898396,Rua Viscondessa do Livramento,Recife Motor
2017-06-07,1496842194783,-8.125931,-34.910345,Avenida Desembargador José Neves,Fiori Boa Viagem
2017-06-28,1498608965900,-8.087014,-34.907937,"Avenida Marechal  Mascarenhas Morais, 474 em Imbiribeira",Sport Car
2017-06-28,1498663235893,-8.062166,-34.880036,Rua Siqueira Campos,Antônio Eyner Linhares Luciano
2017-06-12,1497301297993,-8.045924,-34.893968,Rua da Hora,Via Norte Auto Peças
2017-06-05,1496700643591,-8.026209,-34.894528,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-09,1497037330740,-8.025913,-34.919939,Rua Casa Amarela,Rodopecas
2017-06-28,1498652311867,-8.037689,-34.945462,Rua General Polidoro,Italiana
2017-06-09,1496846264131,-8.038031,-34.903965,"Rua Deputado Pedro Pires Ferreira, 129 em Graças",Moto Pecas Norte
2017-06-21,1497878162623,-8.103471,-34.911215,"Av. Mascarenhas de Morais, 2200",HC Pneus
2017-06-06,1496755999948,-8.133172,-34.900754,Rua Doutor Vicente Gomes,Reparo Veículos
2017-06-30,1498853987351,-8.022282,-34.891627,Rua Bom Conselho,Minha Moto
2017-06-19,1497871201632,-8.064496,-34.929912,Estacionamento Chesf,Rede Max
2017-06-29,1498779219122,-8.053737,-34.904762,Rua Professor José Torres Pires,Fred'S Veículos - Madalena
2017-06-27,1498568668646,-8.046912,-34.877762,Avenida Norte Miguel Arraes de Alencar,Volkswagen do Brasil Ltda-Centro de Treinamento
2017-06-22,1498139438166,-8.10838,-34.911633,Rua Conde Pereira Carneiro,Imbrablindados Serviços de Blindagem
2017-06-26,1498501168467,-8.039252,-34.889927,Avenida Norte Miguel Arraes de Alencar,Renault Regence
2017-06-06,1496781299427,-8.107563,-34.915908,Rua Jean Emile Favre,Fenix Auto Peças e Serviços
2017-06-11,1497209284770,-8.020338,-34.882191,Rua Gláuber Rocha,Minha Moto
2017-06-14,1497468763909,-8.094334,-34.909476,Avenida Marechal Mascarenhas de Morais,Palácio das Baterias
2017-06-28,1498656361576,-8.045991,-34.895228,Rua do Espinheiro,Citroën L'equipe
2017-06-06,1496707442019,-8.05296,-34.904687,Avenida Beira Rio,Fred'S Veículos - Madalena
2017-06-17,1497658028688,-8.053621,-34.94516,Rua Antônio da Silva,Oficina de Junior
2017-06-09,1496850404400,-8.104991,-34.889669,"Av Eng. Domingos Ferreira, 1653",Meira Lins (volkswagen)
2017-06-30,1498827290035,-8.067171,-34.895408,Avenida Beira Rio,Servi-Shopping Veículos
2017-06-30,1498855691503,-8.126756,-34.906863,Rua Coronel Anizío Rodrigues Coelho,Lava Jato K'Beer
2017-06-26,1498276050380,-8.046738,-34.920253,"Rua Joaquim Alheiros, 289 em Cordeiro",Severino Rodrigues Andrade Veículos - Cordeiro
2017-06-20,1497999707553,-8.126655,-34.906971,Rua Coronel Anizío Rodrigues Coelho,Lava Jato K'Beer
2017-06-25,1498354226104,-8.034858,-34.907595,Avenida Parnamirim,Bremen
2017-06-29,1498750305113,-8.047589,-34.889674,Avenida João de Barros,Ricardinho Auto Cent
2017-06-07,1496863581654,-8.040287,-34.88717,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-27,1498569536225,-8.06949,-34.908005,Rua Gurjau,Flex Equipadora
2017-06-22,1498095410547,-8.131661,-34.919142,Rua Desembarque Aeroporto,Pass Garagge
2017-06-30,1498818141574,-8.046184,-34.929686,Rua des Brandão da Rocha,Regence Renault-Concessionárias Renault
2017-06-15,1497531653392,-8.044879,-34.877932,Rua do Ganso,Via Norte Auto Peças
2017-06-30,1498821698647,-8.039997,-34.890057,Rua Afonso Batista,Renault Regence
2017-06-20,1497972820247,-8.139022,-34.91101,Rua Sideral,Express Car Locadora de Veículos
2017-06-24,1498317906135,-8.031944,-34.930569,"Rua Maria de Fatima Soares, 131 em Iputinga",Ng Car Mecanica
2017-06-29,1498757331776,-8.087995,-34.882935,Rua Carlos Líra Filho,Lulacar Veículos - Pina
2017-06-10,1497060676341,-8.0788,-34.892391,Rua Capitão Temudo,Meio Fio Veículos
2017-06-25,1498433323240,-8.068689,-34.940422,Avenida Recife,Antônio Eyner Linhares Luciano
2017-06-13,1497354628583,-8.019505,-34.919832,Rua Pedra Bonita,Bike e Cia
2017-06-08,1496957409323,-8.133121,-34.912335,Rua Barão de Souza Leão,CFC Albuquerque
2017-06-23,1498220486685,-8.049519,-34.875435,Rua Vinte e Quatro de Agosto,Oficina 7 Estrelas
2017-06-13,1497353187054,-8.121687,-34.917379,Avenida Presidente Dutra,Aldo Lanternas e Faróis
2017-06-28,1498664476546,-8.087399,-34.886566,"Av Herculano Bandeira, 769",Servi-Shopping Veículos
2017-06-26,1498571081770,-8.073033,-34.915006,1ª Travessa Carlópolis,Nova Vida Moto Pecas
2017-06-29,1498773274943,-8.088942,-34.883506,Rua Manoel Coriolano,Autodrive Comércio e Serviços
2017-06-22,1498158726931,-8.132635,-34.918238,Rua Desembarque Aeroporto,Pass Garagge
2017-06-28,1498663243368,-8.119362,-34.912959,"Av. Mal. Mascarenhas de Morais, 4025",Shopping do Automóvel de Pernambuco
2017-06-10,1497072734537,-8.063878,-34.909685,Rua João Ivo da Silva,Fiori Veículos
2017-06-06,1496779158715,-8.119415,-34.912971,Avenida Marechal Mascarenhas de Morais,Shopping do Automóvel de Pernambuco
2017-06-29,1498742913607,-8.031394,-34.89191,Avenida Beberibe,Disnove
2017-06-06,1496759297461,-8.062236,-34.918528,"Av Eng Abdias Carvalho, 1803",Univel Veículos
2017-06-21,1498044690531,-8.112322,-34.925798,"Rua Aristides Lobo, 61 em Ipsep",Sul Peças
2017-06-22,1498155196059,-8.046318,-34.890179,Avenida João de Barros,Ricardinho Auto Cent
2017-06-12,1497269692709,-8.081901,-34.904708,Rua Francisco Silveira,Target Recife Blindados
2017-06-09,1497006316538,-8.116787,-34.913617,"Av Marechal Mascarenhas de Morais, 4536",Toyolex Veiculos
2017-06-12,1497273386960,-8.078653,-34.89248,Rua Capitão Temudo,Meio Fio Veículos
2017-06-23,1498217136504,-8.088544,-34.907854,Avenida Marechal Mascarenhas de Morais,Auto Escola Piloto (imbiribeira)
2017-06-14,1497413493352,-8.062149,-34.920165,Avenida Engenheiro Abdias de Carvalho,OFICIN ATF
2017-06-20,1497957532623,-8.041422,-34.93772,Avenida Caxangá,Convertedora Le Gás Serv e Auto Peças
2017-06-29,1498770976710,-8.077508,-34.907574,Rua Vinte e Um de Abril,Bal Eletricista.
2017-06-15,1497530900197,-8.104834,-34.888367,Avenida Conselheiro Aguiar,Poliroda Acessórios
2017-06-08,1496929944552,-8.075354,-34.890507,Avenida Sul Governador Cid Sampaio,Mega Center
2017-06-16,1497615258968,-8.11614,-34.903039,Rua Padre Carapuceiro,Mar Veiculos
