dt,ts,lat,lng,thoroughfare,place_name
2017-06-09,1497045552746,-8.053136,-34.904633,Avenida Beira Rio,Fred'S Veículos - Madalena
2017-06-27,1498602507241,-8.089997,-34.907208,Avenida Sul Governador Cid Sampaio,Granvia
2017-06-07,1496839212867,-8.103151,-34.910994,Avenida Marechal Mascarenhas de Morais,Fiat Italiana
2017-06-23,1498259596297,-8.046598,-34.930914,Rua Cons Silveira de Souza,Rodrigues Veículos
2017-06-19,1497845393840,-8.03891,-34.889693,"Av Norte, ~2153",Renault Regence
2017-06-19,1497885501138,-8.148429,-34.914662,Rua Armindo Moura,LIV Brasil
2017-06-22,1498142023564,-8.05641,-34.920844,Rua Gomes Taborda,Auto Rocha
2017-06-16,1497629192201,-8.091247,-34.909017,Avenida Pinheiros,JAC Motors
2017-06-28,1498657791446,-8.086049,-34.888106,"Avenida Herculano Bandeira, 990 em Pina",Zito Automóveis
2017-06-27,1498604801604,-8.026237,-34.894517,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-16,1497626903580,-8.051812,-34.91841,PE-005,Bello Autopças e Serviços
2017-06-27,1498570111366,-8.109832,-34.936092,Avenida Dois Rios,Hailton Autopeças
2017-06-10,1497105809951,-8.105099,-34.919702,Rua Potengy,Martelinho de Prata
2017-06-12,1497248108893,-8.066532,-34.881123,Rua da Palma,Tio Tonho Serviços e Auto Peças
2017-06-07,1496828025523,-8.049197,-34.923526,Avenida Caxangá,Caxangá Veículos Chevrolet - Peças
2017-06-16,1497642471186,-8.105747,-34.927134,Avenida Recife,Planet Rodas
2017-06-12,1497304178429,-8.124872,-34.897857,Rua dos Navegantes,Rio Auto Peças e Serviços
2017-06-07,1496871416644,-8.053414,-34.914995,"Avenida Caxangá, 644 em Madalena",Construtora Itaíba
2017-06-08,1496917590206,-8.042507,-34.935167,"Avenida Caxangá, 3246 em Cordeiro",Mega Veículos
2017-06-22,1498166137076,-8.044063,-34.932095,PE-005,Jbs Veiculos
2017-06-29,1498751478790,-8.045993,-34.895207,Rua do Espinheiro,Citroën L'equipe
2017-06-14,1497405172556,-8.044008,-34.879892,Travessa do Oliveira,Via Norte Auto Peças
2017-06-17,1497722988410,-8.092601,-34.88654,Rua Icó,HDI Seguros Bate-Pronto Pernambuco
2017-06-06,1496330744424,-8.103876,-34.910652,"av.mascarenha de morais n, 2351",Maravilha Motos
2017-06-18,1497752118893,-8.030396,-34.926531,Rua Jorge de Albuquerque,Ng Car 
2017-06-14,1497450535508,-8.136085,-34.904723,Rua Professor Mário de Castro,Elo Representações
2017-06-17,1497701891458,-8.068468,-34.909696,Estrada do Bongi,Imbiribeira Veiculos
2017-06-21,1498006587091,-8.032185,-34.932841,Rua Leal de Barros,Oficina
2017-06-23,1498187403024,-8.021157,-34.934844,"Rua Apipucos, 1053 em Apipucos",Fox Acessórios e Equipadora
2017-06-30,1498784740437,-8.071687,-34.876588,Cais Santa Rita,Mar Veiculos
2017-06-28,1498663247207,-8.095884,-34.925174,Rua Ernesto Nazareth,Brandao Veiculos
2017-06-06,1496712515501,-8.118737,-34.899182,Rua Francisco da Cunha,Mar Veiculos
2017-06-10,1497103563668,-8.039823,-34.892233,Rua Conselheiro Portela,America Veiculos Concessionaria Ford
2017-06-13,1497378821337,-8.037685,-34.942705,Rua Professor Mussa Hazin,Granvia
2017-06-25,1498421872105,-8.041105,-34.937779,Avenida Caxangá,Novo Horizonte Veículos - Cordeiro
2017-06-07,1496857569733,-8.039485,-34.909825,Carrefour,Via Total Centro Técnico Automotivo
2017-06-29,1498778467162,-8.022282,-34.891627,Rua Bom Conselho,Minha Moto
2017-06-14,1497451146224,-8.091389,-34.909039,Avenida Pinheiros,JAC Motors
2017-06-08,1496924652423,-8.04653,-34.929471,Rua Doutor Bido Krause,Regence Veiculos Caxanga-Concessionárias Renault
2017-06-09,1497024870725,-8.062551,-34.934717,Rua Guaramiranga,Paraiba So Macha
2017-06-22,1498152807162,-8.049694,-34.926837,Estrada do Forte do Arraial Novo do Bom Jesus,Bandeirante Veículos
2017-06-10,1497130296144,-8.051561,-34.942694,Rua Presidente Washington Luiz,Ng Car Mecanica
2017-06-15,1497527639332,-8.0393,-34.889238,Avenida Norte Miguel Arraes de Alencar,Albuquerque Pneus
2017-06-15,1497554981466,-8.049526,-34.896772,Avenida Conselheiro Rosa e Silva,Bradesco Seguros - Aflitos
2017-06-27,1498593781051,-8.100615,-34.924786,Rua dos Prazeres,Joabes Pedro de Souz
2017-06-13,1497363227983,-8.112059,-34.906208,Avenida Antônio Tôrres Galvão,Tuk Tuk Mototaxi
2017-06-20,1497975072802,-8.041416,-34.937704,Avenida Caxangá,Convertedora Le Gás Serv e Auto Peças
2017-06-07,1496783917139,-8.04339,-34.934671,"Av. Caxangá, 3217",Disnove
2017-06-25,1496403001090,-8.161345,-34.928908,https://kekanto.com.br/ruas/pe/recife/r-dr-julio-maranhao,Lider Auto Peças
2017-06-07,1496858121461,-8.039165,-34.890639,Avenida Norte Miguel Arraes de Alencar,Mitsubishi Sael
2017-06-20,1497974439829,-8.116356,-34.923957,Avenida Recife,R2 Equipadora
2017-06-23,1498215590594,-8.020701,-34.924372,"Avenida Norte, 6607 Lj. 02 em Casa Amarela",Norte Peças
2017-06-13,1497358241472,-8.093151,-34.909297,"Avenida Marechal Mascarenhas Morais, 1138 em IMBIRIBEIRA",Meira Lins - Concessionária Volkswagen
2017-06-17,1497707527049,-8.138758,-34.906044,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-06,1496775500844,-8.048682,-34.909836,Rua Belarminio Carneiro,Clinauto
2017-06-14,1497386657113,-8.042437,-34.935243,"Avenida Caxangá, 3246 em Cordeiro",Mega Veículos
2017-06-28,1498654500364,-8.132105,-34.918108,Aeroporto de Recife,Pass Garagge
2017-06-29,1498760944493,-8.093214,-34.90948,Rua Engenheiro José Brandão Cavalcante,Meira Lins
2017-06-09,1497005342497,-8.043722,-34.903006,Rui Barbosa 1105,Toyolex
2017-06-22,1498149079332,-8.046907,-34.877851,Avenida Norte Miguel Arraes de Alencar,Volkswagen do Brasil Ltda-Centro de Treinamento
2017-06-06,1496775723051,-8.043502,-34.933175,Avenida Caxangá,Autoglass
2017-06-15,1497567566311,-8.026237,-34.894517,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-16,1497578380129,-8.042405,-34.9352,PE-005,Mega Veículos
2017-06-13,1497387925684,-8.134462,-34.904902,Rua José Paraíso,Elo Representações
2017-06-10,1497151491684,-8.040639,-34.909728,"R. José Bonifácio, 1315",Marcio José
2017-06-09,1497021475699,-8.134336,-34.905054,Rua José Paraíso,Elo Representações
2017-06-19,1497891254925,-8.118975,-34.913932,Avenida Marechal Mascarenhas de Morais,Star Motos - Imbiribeira
2017-06-13,1497382868855,-8.136541,-34.912831,Rua Camboim 407,Aldo Lanternas e Faróis
2017-06-12,1497225827516,-8.053726,-34.911805,Rua José Osório,Automax
2017-06-17,1497721435705,-8.046201,-34.897248,Avenida Conselheiro Rosa e Silva,Autobox
2017-06-27,1498596223896,-8.067117,-34.895359,Avenida Beira Rio,Servi-Shopping Veículos
2017-06-30,1498784827228,-8.068436,-34.907831,Rua Bugre,Oficina do Ferreira
2017-06-13,1497380023964,-8.040433,-34.886943,Rua Guadalupe,Vidrocar
2017-06-09,1497036369853,-8.028272,-34.893052,Avenida Beberibe,Moto Pecas Norte
2017-06-23,1498241013757,-8.132012,-34.918421,Rua Desembarque Aeroporto,Pass Garagge
2017-06-19,1497780311628,-8.023594,-34.896306,"Rua São Bento, 298 em Água Fria",HP Sound Car
2017-06-26,1498490126712,-8.106555,-34.911893,Avenida Marechal Mascarenhas de Morais,Pneuac
2017-06-21,1498007342437,-8.06223,-34.910116,Avenida Engenheiro Abdias de Carvalho,Concordia Veiculos .
2017-06-16,1497610847886,-8.092404,-34.90863,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-30,1498820609598,-8.047386,-34.907391,"Rua Padre  Anchieta, 459 em Madalena",Oliveira Veículos
2017-06-19,1497910405330,-8.025921,-34.91995,Rua Casa Amarela,Rodopecas
2017-06-26,1498478055234,-8.112366,-34.92638,Avenida Recife,Equipadora Taurus Som
2017-06-13,1497371530377,-8.082876,-34.944062,Rua Lorena,Jato Autopeças e Serviços
2017-06-29,1498761320596,-8.067694,-34.894328,Praça Miguel de Cervantes,Multi Ambiental
2017-06-18,1497816755685,-8.061894,-34.919821,"Avenida Engenheiro  Abdias de Carvalho, 2870 em Cordeiro",L & L Parabrisas
2017-06-27,1498523798728,-8.108779,-34.897685,Rua Amaro Albino Pímentel,Mar Veiculos
2017-06-30,1498838020720,-8.07808,-34.906788,Estrada dos Remédios,Pb Automóveis Multimarcas
2017-06-20,1497997591165,-8.06692,-34.91199,Rua Escritor Alexandre Neptuno,Taiyõ - Mitsubishi
2017-06-20,1497974495742,-8.13875,-34.905937,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-20,1497975188042,-8.046077,-34.890229,Avenida Governador Agamenon Magalhães,Via Norte Auto Peças
2017-06-26,1498491159830,-8.132262,-34.918539,Piso Embarque,Pass Garagge
2017-06-13,1497363101131,-8.091235,-34.909319,Avenida Pinheiros,JAC Motors
2017-06-20,1497964295314,-8.058701,-34.886005,Rua Gervásio Píres,Pró Pneus
2017-06-12,1497254369137,-8.089585,-34.907983,"Av Mal Mascarenhas Morais, 701",Caoa Veículos
2017-06-21,1496521181726,-8.091291,-34.910051,Rua Zeferino Pinho 171,Troller
2017-06-12,1497262495290,-8.092086,-34.908779,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-20,1497959674930,-8.04378,-34.902985,Rua Senador Alberto Paiva,Toyolex
2017-06-27,1498540111186,-8.132293,-34.91841,Piso de Embarque,Pass Garagge
2017-06-17,1497714451436,-8.122803,-34.904989,Rua Ribeiro de Brito,COFAP-Companhia Fabricadora Peças
2017-06-21,1498071530252,-8.06726,-34.909136,Rua Gurupé,Visarte
2017-06-20,1497959027598,-8.140632,-34.929815,"Av Maria Irene, 2820",AutoGlass
2017-06-10,1497094048757,-7.999157,-34.938813,Rua das Flores,J B Veículos
2017-06-14,1497449044221,-8.03709,-34.945732,Rua General Polidoro,Italiana (Fiat)
2017-06-29,1498577497443,-8.054344,-34.906971,"Avenida Visconde Albuquerque, 474 em MADALENA",Astral Veículos Multimarcas
2017-06-09,1497042392918,-8.046198,-34.897246,Avenida Conselheiro Rosa e Silva,Autobox
2017-06-25,1498420008360,-8.022529,-34.892018,Rua Bom Conselho,Ricardinho Auto Cent
2017-06-09,1497024736123,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-14,1497476635740,-8.089562,-34.907975,"Av Mal Mascarenhas Morais, 701",Caoa Veículos
2017-06-14,1497440489350,-8.090403,-34.908414,Avenida Marechal Mascarenhas de Morais,Marçal Acessorios Automotivos
2017-06-20,1497884959566,-8.007571,-34.931386,Rua Sônia Maria Lopes Morães,Maurício Auto Peças
2017-06-23,1498231970653,-8.049692,-34.875812,Rua Vinte e Quatro de Agosto,Oficina 7 Estrelas
2017-06-13,1497373354721,-8.043346,-34.934856,Avenida Caxangá,Disnove
2017-06-27,1498591953852,-8.132572,-34.918324,Rua Desembarque Aeroporto,Pass Garagge
2017-06-19,1497881057356,-8.053927,-34.91184,Rua José Osório,Aldicar - Madalena
2017-06-16,1497617615405,-8.112573,-34.921555,Rua Jean Emile Favre,Dinâmicar Peças e Serviços Automotivos
2017-06-08,1496943329765,-8.093382,-34.885381,Avenida Engenheiro Domingos Ferreira,V C V Auto Peças
2017-06-10,1497101796620,-8.110461,-34.912704,Rua Izabel de Souza,Nissan Eurovia
2017-06-13,1497373939466,-8.043418,-34.897307,Avenida Conselheiro Rosa e Silva,Moto Pecas Norte
2017-06-10,1497053472770,-8.023946,-34.888451,Avenida Pedro de Melo Pedrosa,Moto Pecas Norte
2017-06-18,1497808708733,-8.114454,-34.914026,Rua Jaçanã,Via Norte
2017-06-11,1497174626090,-8.123714,-34.899538,Rua Ribeiro de Brito,Rio Auto Peças e Serviços
2017-06-09,1496832927920,-8.095613,-34.909997,"Rua General Góes Monteiro, 473 em Ibiribeira",Meira Lins - Concessionária Volkswagen
2017-06-16,1497635229675,-8.053646,-34.909438,Rua José Osório,Matoso Veículos - Madalena
2017-06-21,1498036519454,-8.039109,-34.889346,Avenida Norte Miguel Arraes de Alencar,Caxanga Acessorios
2017-06-15,1497526940028,-8.110312,-34.910579,Rua Joaquim Bandeira,Rota Premium Imbiribeira
2017-06-25,1498357292078,-8.084888,-34.887529,"Avenida Engenheiro  Antônio Góes, 869 em Pina",Maxblindage
2017-06-19,1497652120659,-8.123189,-34.90585,"Rua Agenor Lopes, 292 s 301 em Boa Viagem",URN-União dos Representantes do Nordeste
2017-06-15,1497540858473,-8.094225,-34.90946,"Avenida Marechal  Mascarenhas Morais, 1288 em Imbiribeira",Palácio das Baterias
2017-06-09,1497017377855,-8.044989,-34.880041,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-16,1497639200921,-8.046609,-34.930973,Rua Cons Silveira de Souza,Rodrigues Veículos
2017-06-22,1498146382437,-8.039863,-34.886587,Rua Natividade Saldanha,Torreão Auto Peças
2017-06-27,1498561196006,-8.113101,-34.905129,Avenida Antônio Tôrres Galvão,Audi Center Recife
2017-06-19,1497871698087,-8.037732,-34.942597,Rua Professor Mussa Hazin,Granvia
2017-06-24,1498346735630,-8.081061,-34.92338,Rua Belém de Maria,Augusto do Jeep
2017-06-23,1498158716634,-8.093325,-34.909362,"Avenida Mal Mascarenhas Morais, 1190 em Imbiribeira",Automax Serviços Automotivos
2017-06-28,1498625808460,-8.087149,-34.885984,"Rua Buíque, 249 em Pina",Regis Retrovisores
2017-06-18,1497726380693,-8.098201,-34.910478,Avenida Engenheiro Alves de Souza,Autoline Honda
2017-06-20,1497980824243,-8.107913,-34.911387,Avenida Marechal Mascarenhas de Morais,Troller
2017-06-27,1498569900642,-8.068348,-34.909825,Rua Cosme Viana,Abdon Barbosa Atroch - Prado
2017-06-26,1498499380302,-8.06523,-34.889594,Rua do Jasmim,CFA
2017-06-26,1498440451724,-8.046738,-34.920253,"Rua Joaquim Alheiros, 289 em Cordeiro",Severino Rodrigues Andrade Veículos - Cordeiro
2017-06-26,1498485817137,-8.039074,-34.890175,Avenida Norte Miguel Arraes de Alencar,Renault Regence
2017-06-26,1498493523855,-8.065378,-34.908049,Estrada dos Remédios,Pateo - Concessionária Hyundai
2017-06-06,1496747683815,-8.068805,-34.882341,PE-008,Moto Cruz
2017-06-21,1498069812779,-8.108396,-34.911624,Avenida Marechal Mascarenhas de Morais,Imbrablindados Serviços de Blindagem
2017-06-21,1498013601491,-8.034904,-34.908093,Avenida Parnamirim,Concessionária Volkswagen - Bremen Veiculos
2017-06-20,1497972515404,-8.127201,-34.915086,"Avenida Marechal  Mascarenhas Morais, 4831 em Imbiribeira",Felicité - Recife
2017-06-27,1498566224731,-8.041331,-34.937305,Avenida Caxangá,Oficina Globo
2017-06-30,1498834959296,-8.092916,-34.908677,"Avenida Mascarenhas de Moraes, 1043 em Imbiribeira",Meira Lins - Concessionária Volkswagen
2017-06-07,1496856381068,-8.133211,-34.900692,"Rua Doutor Vicente Gomes, 203 em Boa Viagem",Reparo Veículos
2017-06-09,1497046342567,-8.081424,-34.967723,Avenida Liberdade,Bm Superbom
2017-06-17,1497737171826,-8.042431,-34.88857,Rua Doutor Fernando Alain,Moto Show
2017-06-14,1497466588508,-8.089585,-34.907983,"Av Mal Mascarenhas Morais, 701",Caoa Veículos
2017-06-15,1497525335996,-8.090827,-34.936182,Rua Amélia Jesuína,Sergio Import
2017-06-09,1497010604606,-8.125,-34.900518,Avenida Domingos Ferreira,Rio Auto Peças e Serviços
2017-06-26,1498515787612,-8.106668,-34.914532,Rua Jean Emile Favre,Marcia Valeria Maximo Paiva - Imbiribeira
2017-06-19,1497884241377,-8.030104,-34.892464,Rua Couto Magalhães,Lojao do Petroleo
2017-06-09,1497042147796,-8.065693,-34.908116,"Est Remédios, 855 - Afogados, Recife - PE, 50750-000, Av. Rui Barbosa,963 , Rua Dona Ana Xavier,104",Pedragon Concessionária Chevrolet
2017-06-26,1498494643204,-8.121895,-34.906518,Rua Galeria Americano Freire,Auto Show Veiculos - Boa Viagem
2017-06-21,1498078548406,-8.092835,-34.908651,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-11,1497194589279,-8.023604,-34.908543,Rua Seis,Lider Expresso
2017-06-07,1496824305704,-8.087112,-34.931403,Avenida Doutor José Rufino,Floresta Auto Peças
2017-06-15,1497527215450,-8.104502,-34.910633,Avenida Marechal Mascarenhas de Morais,Maravilha Motos
2017-06-29,1498776066439,-8.05465,-34.893278,"Rua Dom  Carlos Coelho, 61 em Boa Vista",Rodrigo Veículos
2017-06-26,1498486657048,-8.050937,-34.875226,Rua Dois de Julho,Fidel Auto Peças
2017-06-25,1498400151341,-8.047016,-34.920713,Rua Joaquim Alheiros,Severino Rodrigues Andrade Veículos - Cordeiro
2017-06-27,1498523632524,-8.138793,-34.93418,Rua Professora Arcelina Câmara,Pedro Importados
2017-06-09,1497040957034,-8.059642,-34.93204,Estrada do Forte do Arraial Novo do Bom Jesus,Israel Auto Mecânica
2017-06-27,1498562393833,-8.047334,-34.907215,Rua Padre Anchieta,Oliveira Veículos
2017-06-16,1497634861211,-8.121987,-34.906629,Rua Jorge Couceiro da Costa Eiras,Auto Show Veiculos - Boa Viagem
2017-06-09,1497049370153,-8.061894,-34.919821,Avenida Engenheiro Abdias de Carvalho,L & L Parabrisas
2017-06-20,1497975585078,-8.035008,-34.907725,Avenida Parnamirim,Bremen Veículos
2017-06-28,1498644943783,-8.115869,-34.904428,Rua Dom João VI,Audi Center Recife
2017-06-18,1497803719758,-8.076637,-34.97273,"Av Eng Abdias Carvalho, 300",ABM Veículos
2017-06-19,1497843950058,-8.0304,-34.899996,"Rua Silveira Lira, 68 c A em Tamarineira",Scap Comercial Automotivo
2017-06-15,1497540900615,-8.03746,-34.9331,Avenida Maurício de Nassau,Rodrigues Veículos
2017-06-18,1497177730206,-8.060639,-34.912803,"Rua Carlos Gomes, 655 em Prado",M3 Comércio de Peças
2017-06-10,1497095379541,-8.073156,-34.944019,Rua S D 5519,Sucata do Galego
2017-06-10,1497106119585,-8.044791,-34.902231,Avenida Rui Barbosa,Pedragon
2017-06-30,1498851428162,-8.053367,-34.907746,Rua José Osório,Auto Shopping Corretora de Veículos
2017-06-21,1498067628648,-8.107952,-34.91534,Rua Itacari,Ipsep Pecas Usadas
2017-06-20,1497968023739,-8.044973,-34.877895,Rua José Penante,Via Norte Auto Peças
2017-06-13,1496562982445,-8.10921,-34.891684,"Av Engenheiro Domingos Ferreira, 2198",Domingos Ferreira Veículos
2017-06-14,1497400085239,-8.114839,-34.903965,"Rua Antônio Falcão, 503",Borracharia Irmão Francisco
2017-06-30,1498840359506,-8.155758,-34.913067,Rua Hermínio Alves de Queirós,Paulo Peças 
2017-06-19,1497898750126,-8.107159,-34.890865,Avenida Engenheiro Domingos Ferreira,Subaru Caoa - Recife
2017-06-15,1497543637576,-8.063539,-34.909084,Rua João Ivo da Silva,Borracharia
2017-06-07,1496804136180,-8.026089,-34.919745,Rua Rio Sul,Rodopecas
2017-06-19,1497895202327,-8.10449,-34.911129,Avenida Marechal Mascarenhas de Morais,Maravilha Motos
2017-06-09,1496608798363,-8.07042,-34.91199,"Rua Joinville, 234 em Afogados",Cleautopeças
2017-06-27,1498556854730,-8.064844,-34.939089,Travessa Washignton Duarte Espíndola,L & L Parabrisas
2017-06-21,1498083554549,-8.05355,-34.892061,Rua Padre Inglês,Rodrigo Veículos
2017-06-11,1497137280884,-8.026013,-34.919832,Rua Rio Sul,Rodopecas
2017-06-30,1498863201302,-8.116811,-34.904213,Anel viário do Shopping Recife,Júlio Equipadora
2017-06-26,1498476656330,-8.066912,-34.908349,Estrada dos Remédios,Citroën L'equipe
2017-06-29,1498736697118,-8.122507,-34.917828,Rua Perimetral Aeroporto,Locavel Serviços
2017-06-12,1497225839271,-8.040545,-34.898762,Avenida Conselheiro Rosa e Silva,Aldenir Rio Lima Macieira-Me - Graças
2017-06-06,1496722122213,-8.126867,-34.913961,Rua Nestor Moreira,Import Service
2017-06-08,1496955232738,-8.062676,-34.91184,Avenida Engenheiro Abdias de Carvalho,Auto Forte
2017-06-19,1497750678154,-8.023506,-34.896284,"Rua São Bento, 298 em Água Fria",HP Sound Car
2017-06-29,1498700966991,-8.067442,-34.925949,Rua Ourém,Filipe Auto Peças
2017-06-20,1497959439610,-8.039552,-34.891209,Av. João de Barros,América Ford
2017-06-19,1497906849514,-8.025831,-34.919812,Rua Casa Amarela,Rodopecas
2017-06-29,1498715922242,-8.129735,-34.900593,"Av. Conselheiro Aguiar, 5021-5023 - Boa Viagem",Posto Ipiranga
2017-06-07,1496783770692,-8.078165,-34.901806,Rua Realeza,Rediesel
2017-06-10,1497101208564,-8.043719,-34.907725,Rua José Bonifácio,Recife Honda
2017-06-17,1497663741465,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-20,1497973473975,-8.092845,-34.909104,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-14,1497454745191,-8.080095,-34.933972,Avenida Recife,Reserve Rápido Locadora de Veículos
2017-06-25,1498417663089,-8.131998,-34.936104,Rua Canadá,Ana Regislaine Lira Lemos - Cohab
2017-06-28,1498648741561,-8.036033,-34.888796,"Estrada De Belém, 257 em Campo Grande",Renault Regence
2017-06-27,1498600793245,-8.046442,-34.928792,"Avenida Caxangá, 2421 em Cordeiro",Bandeirante Veículos
2017-06-12,1497291858916,-8.052254,-34.918496,Avenida Caxangá,Motoshop-Concessionária Honda
2017-06-23,1498220359441,-8.128607,-34.899193,Rua dos Navegantes,Marcos Pneus
2017-06-22,1498155887388,-8.132413,-34.917914,Rua Desembarque Aeroporto,Pass Garagge
2017-06-20,1497978833366,-8.094884,-34.885995,Avenida Engenheiro Domingos Ferreira,Trust Tecnologia Inbrablindados
2017-06-17,1497734102727,-8.043439,-34.934637,"Av. Caxangá, 3217",Disnove
2017-06-30,1498852330584,-8.062898,-34.904948,Rua Doutor João Marques,Sao Salvador Corretora de Veiculos - Ilha do Retiro
2017-06-16,1497618003833,-8.111535,-34.919982,Rua Jean Emile Favre,Esquina Reta Equipadora
2017-06-29,1498767575004,-8.084662,-34.887234,"Avenida Antônio Góes, 820 an 1 em Brasília Teimosa",Sael Chrysler
2017-06-09,1497039243604,-8.028995,-34.915092,Rua Evaristo da Veiga,GPEC Comércio
2017-06-17,1497728248751,-8.043707,-34.90766,Rua José Bonifácio,Recife Honda
2017-06-18,1497822666050,-8.041105,-34.937779,Avenida Caxangá,Novo Horizonte Veículos - Cordeiro
2017-06-26,1498406837599,-8.170138,-34.917762,"Av Sen. Paulo Pessoa Guerra, ~1779",Meira Lins Piedade
2017-06-20,1497959959837,-8.092653,-34.90875,"Avenida Marechal  Mascarenhas Morais, 1148 em Imbiribeira",Meira Lins - Concessionária Volkswagen
2017-06-12,1497286569617,-8.100226,-34.909386,Rua Sargento Silvio Delmar Holembach,Recife Harley-Davidson
2017-06-15,1497531954853,-8.037388,-34.933197,Avenida Maurício de Nassau,Rodrigues Veículos
2017-06-16,1497623883156,-8.134616,-34.911549,Rua Barão de Beberibe,Aldo Lanternas e Faróis
2017-06-27,1498591024456,-8.04387,-34.903082,Rua Senador Alberto Paiva,Toyolex
2017-06-29,1498773235761,-8.138669,-34.90585,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-12,1497293103528,-8.04519,-34.880156,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-18,1497799681969,-8.063124,-34.941262,Rua Arnica,Sucata do Galego
2017-06-20,1497969349638,-8.102441,-34.908562,Rua Sargento Silvio Delmar Holembach,Nino Enfeites Acessórios
2017-06-18,1497780749729,-8.060656,-34.912766,"Rua Carlos Gomes, 655 em Prado",M3 Comércio de Peças
2017-06-13,1497353424228,-8.053726,-34.911805,Rua José Osório,Automax
2017-06-21,1498046914465,-8.062422,-34.934757,Rua Oscár Brandão,Paraiba So Macha
2017-06-11,1497140667710,-8.026237,-34.894517,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-14,1496279832678,-8.126713,-34.907025,R. Des. João Paes,Lava Jato K'Beer
2017-06-14,1497447500701,-8.046912,-34.877762,Avenida Norte Miguel Arraes de Alencar,Volkswagen do Brasil Ltda-Centro de Treinamento
2017-06-23,1498226942390,-8.053532,-34.892061,Rua Padre Inglês,Rodrigo Veículos
2017-06-22,1498164103748,-8.131841,-34.918044,Rua Desembarque Aeroporto,Pass Garagge
2017-06-12,1497277223883,-8.122803,-34.904989,Rua Ribeiro de Brito,COFAP-Companhia Fabricadora Peças
2017-06-25,1498425267418,-8.026084,-34.919756,Rua Rio Sul,Rodopecas
2017-06-08,1496937040829,-8.0637,-34.909509,Rua João Ivo da Silva,Fiori Veículos
2017-06-23,1498227772751,-8.119938,-34.945612,2A Travessa São Pedro,Pronto Wash
2017-06-22,1498130586874,-8.110532,-34.912583,Rua Izabel de Souza,Nissan Eurovia
2017-06-22,1498138166286,-8.053414,-34.914995,Rua Campos Sáles,Construtora Itaíba
2017-06-17,1497727860006,-8.061642,-34.882321,Avenida Conde da Boa Vista,Mar Veiculos
2017-06-06,1496751731931,-8.11614,-34.903084,Rua Padre Carapuceiro,Mar Veiculos
2017-06-17,1497664751713,-8.072478,-34.907911,"Estrada dos Remédios, 932 em Afogados",Melo Distribuidora de Peças
2017-06-17,1497685820597,-8.04653,-34.929471,Rua Doutor Bido Krause,Regence Veiculos Caxanga-Concessionárias Renault
2017-06-10,1497117409295,-8.091539,-34.935975,Avenida Doutor José Rufino,SV Autoserviços
2017-06-28,1498647250481,-8.065536,-34.907207,Rua Zeferino Sáles,Pateo - Concessionária Hyundai
2017-06-06,1496781570094,-8.116005,-34.903588,Rua Padre Carapuceiro,Audi Center Recife
2017-06-29,1498770066710,-8.039552,-34.891209,Avenida Norte Miguel Arraes de Alencar,América Ford
2017-06-30,1498788605579,-8.066943,-34.878883,Rua São Pedro,Tio Tonho Serviços e Auto Peças
2017-06-13,1497364465987,-8.114499,-34.91394,"Av Mal. Mascarenhas de Morais, 3289",Via Norte
2017-06-23,1498259776733,-8.135024,-34.909545,"Rua Rio Azul, 190 em Boa Viagem",Denildo Serviços Automotivos
2017-06-09,1497034509359,-8.08495,-34.887759,Avenida Antônio de Goes,Maxblindage
2017-06-25,1498367406483,-8.01179,-34.939543,BR-101,Maurício Auto Peças
2017-06-13,1497357464887,-8.040411,-34.886889,Rua Guadalupe,Kalhambek Equipadora
2017-06-27,1498585324441,-8.039977,-34.890078,"Rua Afonso Batista, 172 apto. 901",Renault Regence
2017-06-14,1497455011396,-8.043707,-34.90766,Rua José Bonifácio,Recife Honda
2017-06-23,1498234194406,-8.135651,-34.943992,Rua Petrolândia,Ana K Auto Peças e Serviços
2017-06-18,1497811539350,-8.044947,-34.880176,Avenida Norte Miguel Arraes de Alencar,Adelmo Auto Serviços
2017-06-08,1496896564298,-8.027791,-34.907671,Rua Rodrigues Sete,Marcio José
2017-06-07,1496830361028,-8.023305,-34.881254,Rua da Regeneração,Stand Kar
2017-06-08,1496887948838,-8.066744,-34.908208,"Rua Felipe Moura, 1",Auto Line Veiculos
2017-06-15,1497550867567,-8.05579,-34.922029,"Rua Carmen de Souza Leão, 1",Centro Service - Bosh
